frame,x_center,y_center
17301,397,184
17302,396,184
17303,384,194
17304,382,191
17305,379,190
17306,382,179
17307,380,178
17308,381,176
17309,381,174
17310,380,171
17311,379,172
17312,378,170
17313,379,169
17314,381,168
17315,382,168
17316,380,166
17317,379,163
17318,376,163
17319,376,164
17320,377,160
17321,374,159
17322,380,154
17323,386,153
17324,379,153
17325,378,149
17326,370,148
17327,373,147
17328,363,147
17329,364,145
17330,360,150
17331,367,148
17332,350,148
17333,355,149
17334,352,143
17335,346,137
17336,348,136
17337,349,139
17338,350,141
17339,340,136
17340,339,133
17341,341,133
17342,331,129
17343,335,129
17344,331,130
17345,327,130
17346,336,127
17347,333,127
17348,319,125
17349,326,126
17350,324,122
17351,323,124
17352,327,123
17353,320,121
17354,317,118
17355,320,115
17356,322,118
17357,325,118
17358,327,115
17359,322,116
17360,322,118
17361,326,119
17362,329,119
17363,330,119
17364,330,119
17365,327,119
17366,323,118
17367,328,119
17368,325,119
17369,326,118
17370,321,115
17371,321,117
17372,319,111
17373,320,109
17374,322,109
17375,321,108
17376,317,101
17377,319,101
17378,310,106
17379,310,103
17380,309,103
17381,302,102
17382,302,99
17383,301,97
17384,300,97
17385,300,95
17386,297,93
17387,297,93
17388,296,92
17389,295,92
17390,295,94
17391,295,95
17392,295,94
17393,296,95
17394,296,95
17395,297,95
17396,297,99
17397,297,100
17398,295,94
17399,297,95
17400,294,89
17401,294,89
17402,294,89
17403,295,89
17404,294,89
17405,295,89
17406,293,89
17407,294,89
17408,295,89
17409,296,91
17410,297,91
17411,297,91
17412,298,91
17413,299,91
17414,299,91
17415,298,92
17416,291,90
17417,293,90
17418,292,90
17419,294,90
17420,295,91
17421,298,90
17422,298,90
17423,297,91
17424,299,90
17425,301,89
17426,304,89
17427,310,89
17428,308,87
17429,310,90
17430,310,92
17431,311,97
17432,319,96
17433,283,89
17434,274,88
17435,274,88
17436,274,87
17437,272,87
17438,274,89
17439,275,90
17440,282,91
17441,316,99
17442,315,97
17443,315,97
17444,313,96
17445,310,96
17446,314,97
17447,315,97
17448,315,98
17449,314,97
17450,315,96
17451,297,94
17452,311,95
17453,313,94
17454,314,94
17455,315,94
17456,317,96
17457,315,95
17458,317,97
17459,317,96
17460,314,96
17461,315,95
17462,313,95
17463,314,95
17464,315,96
17465,313,96
17466,317,98
17467,315,97
17468,317,98
17469,316,98
17470,314,98
17471,314,98
17472,313,98
17473,306,97
17474,309,97
17475,311,97
17476,298,96
17477,293,96
17478,298,96
17479,284,95
17480,292,96
17481,295,98
17482,301,98
17483,300,98
17484,293,98
17485,295,98
17486,306,98
17487,301,98
17488,311,100
17489,312,100
17490,314,102
17491,314,103
17492,313,102
17493,307,102
17494,304,102
17495,308,102
17496,311,100
17497,309,100
17498,312,100
17499,313,101
17500,317,98
17501,316,100
17502,317,99
17503,316,99
17504,313,98
17505,309,99
17506,312,98
17507,317,98
17508,316,98
17509,313,99
17510,323,103
17511,311,100
17512,316,100
17513,315,100
17514,316,100
17515,317,101
17516,319,102
17517,318,102
17518,314,101
17519,316,102
17520,293,96
17521,292,97
17522,294,97
17523,307,101
17524,302,99
17525,305,100
17526,305,100
17527,302,100
17528,309,102
17529,310,103
17530,311,100
17531,311,102
17532,316,102
17533,313,102
17534,318,103
17535,312,100
17536,311,101
17537,313,101
17538,315,99
17539,315,100
17540,313,99
17541,318,99
17542,318,101
17543,317,101
17544,317,100
17545,317,101
17546,317,102
17547,316,101
17548,315,99
17549,312,98
17550,313,98
17551,316,98
17552,318,99
17553,317,99
17554,318,100
17555,315,99
17556,315,99
17557,315,99
17558,315,101
17559,313,100
17560,313,101
17561,309,100
17562,308,102
17563,316,105
17564,275,92
17565,275,92
17566,278,92
17567,275,92
17568,276,90
17569,280,92
17570,278,92
17571,276,91
17572,294,92
17573,315,98
17574,274,91
17575,316,97
17576,315,96
17577,316,98
17578,316,96
17579,316,97
17580,316,97
17581,316,99
17582,316,100
17583,273,93
17584,275,94
17585,315,101
17586,314,99
17587,276,91
17588,277,91
17589,276,91
17590,284,92
17591,312,100
17592,319,99
17593,320,99
17594,319,98
17595,321,98
17596,321,98
17597,321,98
17598,320,98
17599,320,98
17600,320,97
17601,319,95
17602,320,95
17603,320,96
17604,320,96
17605,318,95
17606,316,95
17607,308,94
17608,307,93
17609,299,93
17610,318,94
17611,321,95
17612,321,96
17613,320,95
17614,315,95
17615,319,96
17616,319,96
17617,321,97
17618,317,99
17619,321,101
17620,321,99
17621,323,99
17622,321,97
17623,322,97
17624,322,97
17625,323,99
17626,322,100
17627,320,100
17628,321,104
17629,319,98
17630,316,99
17631,314,98
17632,310,99
17633,309,100
17634,311,99
17635,309,100
17636,307,102
17637,306,102
17638,306,103
17639,306,102
17640,309,102
17641,310,102
17642,313,99
17643,311,101
17644,308,101
17645,306,101
17646,308,100
17647,310,99
17648,310,99
17649,311,100
17650,317,100
17651,312,101
17652,312,101
17653,313,102
17654,314,102
17655,315,102
17656,315,102
17657,311,102
17658,311,101
17659,312,102
17660,311,100
17661,311,100
17662,311,102
17663,308,103
17664,311,102
17665,310,102
17666,308,102
17667,310,99
17668,311,99
17669,309,99
17670,307,99
17671,308,100
17672,305,100
17673,304,100
17674,305,100
17675,301,100
17676,297,100
17677,310,99
17678,308,98
17679,316,98
17680,304,99
17681,299,99
17682,312,99
17683,302,99
17684,300,98
17685,303,98
17686,307,98
17687,295,98
17688,294,98
17689,297,98
17690,297,98
17691,294,98
17692,295,98
17693,296,98
17694,296,99
17695,297,99
17696,296,99
17697,299,100
17698,297,100
17699,300,101
17700,301,102
17701,304,104
17702,305,104
17703,309,105
17704,308,104
17705,310,102
17706,314,102
17707,316,102
17708,309,98
17709,310,101
17710,309,101
17711,314,101
17712,313,101
17713,311,101
17714,309,101
17715,309,98
17716,309,97
17717,312,100
17718,314,98
17719,313,98
17720,310,97
17721,309,97
17722,306,97
17723,303,99
17724,304,99
17725,304,99
17726,310,99
17727,307,98
17728,307,98
17729,310,98
17730,314,97
17731,312,98
17732,317,101
17733,306,99
17734,309,98
17735,311,97
17736,314,98
17737,317,98
17738,320,99
17739,320,98
17740,320,99
17741,325,99
17742,321,100
17743,321,100
17744,322,99
17745,321,100
17746,321,100
17747,321,99
17748,318,99
17749,319,99
17750,319,99
17751,319,99
17752,318,99
17753,318,99
17754,318,99
17755,319,99
17756,319,99
17757,319,99
17758,318,99
17759,318,99
17760,319,98
17761,319,98
17762,318,98
17763,318,98
17764,318,98
17765,318,98
17766,318,98
17767,318,98
17768,318,98
17769,318,98
17770,317,97
17771,324,97
17772,325,96
17773,325,97
17774,327,98
17775,329,98
17776,329,98
17777,326,101
17778,328,101
17779,329,100
17780,331,100
17781,332,100
17782,331,99
17783,330,99
17784,331,99
17785,329,100
17786,330,100
17787,329,100
17788,328,100
17789,329,100
17790,329,100
17791,328,101
17792,328,100
17793,329,100
17794,328,100
17795,329,100
17796,328,100
17797,328,99
17798,328,99
17799,328,100
17800,327,99
17801,327,100
17802,326,100
17803,327,100
17804,329,99
17805,328,100
17806,330,99
17807,330,100
17808,330,99
17809,331,99
17810,333,99
17811,334,98
17812,332,99
17813,333,98
17814,335,97
17815,334,97
17816,336,96
17817,339,95
17818,340,101
17819,342,86
17820,366,99
17821,374,103
17822,375,104
17823,372,99
17824,368,97
17825,359,97
17826,354,94
17827,340,86
17828,335,84
17829,335,83
17830,337,85
17831,338,88
17832,341,95
17833,347,94
17834,350,96
17835,360,95
17836,361,94
17837,344,96
17838,346,93
17839,348,93
17840,344,93
17841,336,91
17842,338,90
17843,332,92
17844,332,92
17845,341,93
17846,340,92
17847,343,91
17848,344,92
17849,345,93
17850,344,92
17851,351,93
17852,367,95
17853,368,97
17854,372,100
17855,373,103
17856,372,101
17857,368,100
17858,374,100
17859,354,96
17860,350,93
17861,357,94
17862,353,94
17863,359,95
17864,352,95
17865,360,91
17866,357,89
17867,353,89
17868,328,81
17869,324,81
17870,320,81
17871,319,81
17872,321,80
17873,321,79
17874,321,78
17875,320,79
17876,321,79
17877,322,81
17878,325,82
17879,325,85
17880,325,85
17881,325,86
17882,328,85
17883,328,87
17884,328,88
17885,328,91
17886,328,91
17887,327,89
17888,327,89
17889,327,90
17890,327,90
17891,325,92
17892,326,89
17893,325,91
17894,325,90
17895,324,91
17896,324,91
17897,326,92
17898,324,93
17899,325,92
17900,326,91
17901,327,91
17902,326,90
17903,326,89
17904,325,90
17905,325,91
17906,325,91
17907,325,90
17908,325,89
17909,324,88
17910,324,89
17911,324,89
17912,324,87
17913,324,87
17914,323,87
17915,323,87
17916,324,83
17917,327,83
17918,326,81
17919,326,80
17920,326,79
17921,326,78
17922,324,77
17923,325,77
17924,322,77
17925,322,76
17926,321,77
17927,322,76
17928,322,76
17929,322,76
17930,322,76
17931,322,77
17932,322,76
17933,322,77
17934,322,77
17935,322,77
17936,322,77
17937,323,76
17938,323,76
17939,323,76
17940,323,76
17941,322,76
17942,323,76
17943,323,76
17944,323,76
17945,323,76
17946,323,76
17947,321,77
17948,321,77
17949,321,76
17950,322,76
17951,321,76
17952,321,76
17953,321,76
17954,322,76
17955,322,76
17956,321,76
17957,321,76
17958,321,76
17959,321,76
17960,321,76
17961,321,76
17962,321,76
17963,321,76
17964,321,76
17965,321,76
17966,321,76
17967,321,76
17968,321,77
17969,321,76
17970,321,77
17971,321,77
17972,322,77
17973,323,76
17974,322,76
17975,323,76
17976,323,76
17977,318,74
17978,321,75
17979,314,74
17980,313,75
17981,314,75
17982,313,75
17983,314,75
17984,314,75
17985,315,75
17986,316,75
17987,316,75
17988,316,75
17989,320,75
17990,321,75
17991,321,75
17992,321,75
17993,320,75
17994,320,75
17995,321,75
17996,321,75
17997,321,75
17998,321,75
17999,321,75
18000,322,75
18001,322,75
18002,322,75
18003,322,75
18004,323,74
18005,323,74
18006,323,74
18007,322,75
18008,322,75
18009,323,75
18010,324,75
18011,321,75
18012,320,76
18013,316,76
18014,316,76
18015,318,76
18016,319,75
18017,317,76
18018,318,75
18019,317,76
18020,315,76
18021,315,76
18022,313,76
18023,313,76
18024,313,77
18025,314,76
18026,315,76
18027,313,77
18028,313,76
18029,314,77
18030,313,77
18031,314,77
18032,315,77
18033,315,77
18034,314,77
18035,315,77
18036,315,77
18037,320,78
18038,318,78
18039,318,77
18040,318,77
18041,316,78
18042,316,77
18043,315,77
18044,316,77
18045,315,77
18046,315,77
18047,315,77
18048,316,78
18049,316,77
18050,314,78
18051,315,77
18052,316,77
18053,316,77
18054,315,77
18055,316,77
18056,317,78
18057,315,78
18058,315,78
18059,315,78
18060,315,78
18061,314,78
18062,314,78
18063,315,78
18064,315,78
18065,302,78
18066,301,78
18067,302,79
18068,301,79
18069,301,79
18070,301,79
18071,302,79
18072,301,79
18073,302,79
18074,302,79
18075,303,79
18076,301,79
18077,301,79
18078,302,79
18079,302,79
18080,301,78
18081,301,78
18082,302,78
18083,302,78
18084,314,78
18085,314,78
18086,314,78
18087,316,78
18088,316,78
18089,315,78
18090,315,78
18091,302,78
18092,302,78
18093,315,78
18094,315,78
18095,315,78
18096,315,78
18097,302,78
18098,314,79
18099,314,78
18100,315,79
18101,315,79
18102,314,79
18103,314,79
18104,314,78
18105,313,78
18106,313,79
18107,302,79
18108,313,79
18109,313,78
18110,313,78
18111,313,79
18112,312,79
18113,313,79
18114,313,79
18115,313,79
18116,314,79
18117,314,79
18118,315,79
18119,314,79
18120,304,79
18121,301,79
18122,302,79
18123,302,79
18124,301,79
18125,298,79
18126,300,79
18127,315,79
18128,302,79
18129,296,78
18130,297,78
18131,290,79
18132,294,78
18133,296,78
18134,291,78
18135,291,78
18136,318,78
18137,317,79
18138,317,79
18139,319,79
18140,316,79
18141,317,80
18142,315,80
18143,315,80
18144,316,80
18145,316,81
18146,315,81
18147,318,82
18148,318,82
18149,319,82
18150,319,82
18151,319,82
18152,317,82
18153,317,82
18154,316,82
18155,318,82
18156,317,82
18157,322,82
18158,322,82
18159,322,82
18160,324,82
18161,324,82
18162,324,82
18163,325,82
18164,322,81
18165,320,81
18166,321,81
18167,320,81
18168,320,82
18169,320,82
18170,321,82
18171,322,81
18172,322,81
18173,321,81
18174,319,81
18175,319,81
18176,318,81
18177,319,81
18178,317,81
18179,318,81
18180,318,81
18181,317,81
18182,317,80
18183,317,80
18184,318,80
18185,317,80
18186,317,81
18187,317,81
18188,316,81
18189,316,81
18190,316,82
18191,316,82
18192,316,82
18193,316,81
18194,316,82
18195,320,82
18196,320,82
18197,319,82
18198,318,82
18199,318,82
18200,320,82
18201,319,83
18202,319,83
18203,320,83
18204,319,83
18205,318,83
18206,319,83
18207,319,83
18208,319,82
18209,318,82
18210,318,82
18211,317,82
18212,317,82
18213,318,82
18214,319,82
18215,324,82
18216,325,82
18217,323,81
18218,325,82
18219,320,81
18220,325,81
18221,325,80
18222,325,80
18223,317,79
18224,317,79
18225,315,80
18226,319,80
18227,320,80
18228,318,80
18229,317,80
18230,316,80
18231,317,79
18232,317,79
18233,320,79
18234,320,79
18235,321,80
18236,320,79
18237,319,80
18238,322,80
18239,323,80
18240,321,80
18241,321,81
18242,323,81
18243,322,80
18244,319,81
18245,319,80
18246,320,80
18247,317,80
18248,319,80
18249,319,80
18250,319,79
18251,319,79
18252,320,79
18253,318,79
18254,316,79
18255,318,79
18256,318,79
18257,320,79
18258,322,79
18259,320,78
18260,318,78
18261,317,74
18262,312,77
18263,306,74
18264,299,74
18265,297,77
18266,292,80
18267,278,83
18268,276,82
18269,277,83
18270,275,82
18271,266,82
18272,263,81
18273,268,80
18274,269,79
18275,271,79
18276,267,81
18277,266,81
18278,265,81
18279,259,81
18280,257,81
18281,255,82
18282,253,80
18283,252,80
18284,252,80
18285,252,80
18286,253,81
18287,247,81
18288,242,82
18289,243,82
18290,243,83
18291,241,83
18292,240,82
18293,240,82
18294,238,82
18295,236,80
18296,239,80
18297,237,76
18298,236,73
18299,236,71
18300,230,69
18301,221,67
18302,226,67
18303,228,66
18304,226,65
18305,222,65
18306,226,65
18307,224,65
18308,224,64
18309,225,64
18310,225,64
18311,228,63
18312,221,62
18313,227,62
18314,227,62
18315,227,62
18316,221,63
18317,222,63
18318,219,63
18319,216,64
18320,215,64
18321,215,64
18322,214,66
18323,215,65
18324,214,66
18325,213,67
18326,213,68
18327,214,68
18328,213,69
18329,210,69
18330,208,75
18331,204,77
18332,203,81
18333,201,84
18334,192,95
18335,193,104
18336,190,112
18337,189,115
18338,188,117
18339,188,119
18340,187,120
18341,187,123
18342,188,124
18343,188,133
18344,187,132
18345,185,134
18346,184,136
18347,186,137
18348,185,113
18349,186,111
18350,188,139
18351,188,141
18352,187,115
18353,185,129
18354,184,139
18355,182,141
18356,183,139
18357,181,131
18358,182,141
18359,181,142
18360,186,122
18361,185,125
18362,183,126
18363,182,126
18364,180,135
18365,183,129
18366,181,141
18367,183,149
18368,184,148
18369,186,135
18370,187,133
18371,189,132
18372,184,133
18373,186,131
18374,183,124
18375,186,130
18376,182,132
18377,182,125
18378,182,125
18379,180,133
18380,180,125
18381,180,136
18382,178,135
18383,178,140
18384,176,143
18385,180,142
18386,180,143
18387,180,148
18388,178,149
18389,177,150
18390,176,148
18391,176,147
18392,175,147
18393,175,147
18394,174,147
18395,172,146
18396,166,154
18397,168,155
18398,171,160
18399,171,160
18400,177,160
18401,177,161
18402,169,161
18403,168,161
18404,166,154
18405,164,144
18406,161,152
18407,160,152
18408,159,153
18409,162,141
18410,160,144
18411,159,145
18412,160,144
18413,160,145
18414,160,142
18415,159,143
18416,154,145
18417,155,147
18418,157,149
18419,158,150
18420,158,153
18421,154,149
18422,154,148
18423,155,152
18424,156,153
18425,158,151
18426,156,151
18427,158,151
18428,159,152
18429,159,151
18430,158,152
18431,159,154
18432,157,149
18433,157,147
18434,155,146
18435,157,141
18436,153,142
18437,158,154
18438,155,157
18439,153,159
18440,139,169
18441,140,158
18442,134,173
18443,136,180
18444,142,181
18445,141,181
18446,139,181
18447,138,193
18448,138,192
18449,137,198
18450,133,207
18451,124,205
18452,122,188
18453,119,184
18454,116,184
18455,114,191
18456,111,185
18457,110,197
18458,100,196
18459,95,195
18460,89,209
18461,88,190
18462,88,189
18463,87,191
18464,87,202
18465,88,237
18466,87,201
18467,87,241
18468,87,242
18469,89,246
18470,92,252
18471,93,248
18472,96,246
18473,105,234
18474,106,214
18475,98,234
18476,99,230
18477,96,239
18478,100,234
18479,97,237
18480,98,232
18481,99,235
18482,99,238
18483,98,234
18484,99,235
18485,98,233
18486,98,234
18487,98,234
18488,98,236
18489,98,236
18490,97,238
18491,97,238
18492,97,237
18493,97,231
18494,98,226
18495,98,227
18496,101,224
18497,101,222
18498,100,224
18499,100,220
18500,101,219
18501,104,217
18502,102,218
18503,106,216
18504,106,213
18505,106,213
18506,106,213
18507,104,214
18508,105,215
18509,106,216
18510,106,218
18511,103,221
18512,104,220
18513,102,219
18514,109,220
18515,106,218
18516,102,217
18517,100,221
18518,99,231
18519,99,231
18520,98,235
18521,99,238
18522,100,245
18523,104,246
18524,103,246
18525,99,242
18526,101,240
18527,101,242
18528,101,244
18529,101,240
18530,103,241
18531,101,240
18532,102,242
18533,102,241
18534,102,241
18535,102,241
18536,102,240
18537,102,241
18538,102,241
18539,101,240
18540,102,240
18541,101,240
18542,101,240
18543,102,240
18544,102,240
18545,102,241
18546,102,241
18547,102,241
18548,103,241
18549,103,240
18550,102,241
18551,102,241
18552,101,238
18553,101,238
18554,102,237
18555,104,236
18556,105,235
18557,104,234
18558,104,234
18559,104,233
18560,102,232
18561,100,233
18562,99,229
18563,100,228
18564,100,226
18565,101,220
18566,104,221
18567,103,221
18568,103,220
18569,104,220
18570,103,221
18571,103,220
18572,103,221
18573,103,221
18574,103,220
18575,105,219
18576,105,218
18577,105,218
18578,110,216
18579,107,216
18580,111,216
18581,111,215
18582,111,216
18583,109,217
18584,110,219
18585,108,218
18586,107,218
18587,107,218
18588,108,219
18589,108,219
18590,108,219
18591,106,217
18592,104,217
18593,103,215
18594,101,213
18595,100,213
18596,101,212
18597,102,212
18598,103,211
18599,103,209
18600,102,207
18601,104,208
18602,105,205
18603,104,205
18604,102,206
18605,101,206
18606,100,202
18607,99,202
18608,99,203
18609,98,204
18610,98,205
18611,97,208
18612,98,198
18613,98,199
18614,98,199
18615,96,205
18616,97,200
18617,97,199
18618,97,199
18619,97,199
18620,96,203
18621,96,202
18622,96,193
18623,96,194
18624,96,192
18625,96,190
18626,98,195
18627,96,194
18628,98,193
18629,97,203
18630,98,200
18631,97,214
18632,97,213
18633,97,215
18634,97,215
18635,98,216
18636,98,217
18637,101,218
18638,99,223
18639,98,226
18640,97,230
18641,97,235
18642,96,237
18643,97,244
18644,100,252
18645,101,258
18646,106,260
18647,114,263
18648,118,270
18649,119,270
18650,121,275
18651,124,277
18652,129,276
18653,125,277
18654,129,280
18655,133,287
18656,139,287
18657,139,287
18658,139,290
18659,139,289
18660,141,289
18661,141,290
18662,142,291
18663,140,291
18664,138,290
18665,138,291
18666,139,291
18667,139,290
18668,138,288
18669,138,288
18670,139,289
18671,140,289
18672,137,290
18673,137,290
18674,134,290
18675,134,290
18676,133,290
18677,134,290
18678,137,291
18679,137,291
18680,139,292
18681,139,291
18682,137,293
18683,138,292
18684,137,291
18685,136,291
18686,137,291
18687,138,291
18688,138,290
18689,136,290
18690,135,288
18691,134,288
18692,133,288
18693,133,287
18694,133,286
18695,134,287
18696,133,285
18697,133,285
18698,134,286
18699,134,287
18700,135,288
18701,134,287
18702,134,287
18703,133,285
18704,133,286
18705,133,285
18706,132,286
18707,132,286
18708,132,286
18709,133,286
18710,133,287
18711,133,287
18712,133,287
18713,132,286
18714,132,286
18715,132,286
18716,132,287
18717,132,288
18718,131,287
18719,131,285
18720,131,286
18721,131,286
18722,131,286
18723,131,287
18724,131,287
18725,131,287
18726,130,286
18727,131,286
18728,131,286
18729,131,287
18730,130,287
18731,130,286
18732,130,286
18733,130,285
18734,130,286
18735,130,285
18736,130,287
18737,130,287
18738,130,287
18739,129,287
18740,128,288
18741,130,288
18742,129,288
18743,129,287
18744,129,288
18745,129,289
18746,128,288
18747,129,287
18748,128,287
18749,129,288
18750,130,288
18751,130,289
18752,130,288
18753,131,289
18754,134,290
18755,135,292
18756,133,292
18757,136,286
18758,136,287
18759,135,284
18760,135,286
18761,132,286
18762,139,281
18763,139,282
18764,140,279
18765,141,281
18766,140,280
18767,138,278
18768,137,279
18769,139,286
18770,141,287
18771,140,293
18772,140,292
18773,142,292
18774,143,294
18775,142,291
18776,137,291
18777,134,286
18778,133,287
18779,135,290
18780,134,289
18781,133,281
18782,135,289
18783,133,290
18784,134,290
18785,135,289
18786,139,288
18787,138,286
18788,139,281
18789,138,287
18790,137,290
18791,139,290
18792,138,300
18793,138,302
18794,139,298
18795,141,297
18796,142,296
18797,142,297
18798,144,300
18799,146,299
18800,153,298
18801,166,301
18802,168,302
18803,169,304
18804,176,307
18805,173,312
18806,178,317
18807,177,322
18808,178,331
18809,182,333
18810,188,337
18811,201,343
18812,201,344
18813,198,352
18814,183,352
18815,196,351
18816,190,353
18817,196,353
18818,198,353
18819,195,353
18820,191,354
18821,192,355
18822,191,355
18823,196,353
18824,198,352
18825,203,353
18826,205,352
18827,205,351
18828,206,349
18829,206,352
18830,209,354
18831,208,357
18832,208,356
18833,206,352
18834,207,359
18835,207,360
18836,207,361
18837,207,362
18838,207,362
18839,208,361
18840,209,362
18841,209,363
18842,209,362
18843,208,360
18844,208,359
18845,209,359
18846,208,359
18847,212,358
18848,214,359
18849,219,360
18850,214,362
18851,217,363
18852,213,362
18853,211,362
18854,212,362
18855,214,359
18856,212,359
18857,209,361
18858,210,362
18859,209,361
18860,207,362
18861,202,362
18862,202,356
18863,204,362
18864,204,362
18865,205,358
18866,204,358
18867,200,359
18868,200,359
18869,200,358
18870,200,351
18871,201,351
18872,200,352
18873,202,352
18874,208,358
18875,209,359
18876,210,361
18877,213,361
18878,215,361
18879,215,361
18880,216,362
18881,220,362
18882,218,361
18883,215,361
18884,214,359
18885,216,361
18886,211,358
18887,213,359
18888,212,359
18889,212,358
18890,212,358
18891,211,356
18892,211,356
18893,213,355
18894,213,355
18895,215,362
18896,214,354
18897,213,356
18898,215,353
18899,213,355
18900,214,356
18901,214,356
18902,217,359
18903,221,347
18904,219,359
18905,219,359
18906,225,361
18907,219,353
18908,221,356
18909,217,357
18910,225,358
18911,221,366
18912,221,364
18913,221,365
18914,223,368
18915,223,368
18916,227,366
18917,230,366
18918,233,366
18919,232,366
18920,233,364
18921,234,364
18922,233,361
18923,237,360
18924,237,359
18925,236,357
18926,237,361
18927,234,361
18928,233,362
18929,235,363
18930,233,363
18931,235,363
18932,238,360
18933,237,358
18934,239,357
18935,241,356
18936,241,357
18937,242,359
18938,242,357
18939,242,355
18940,242,354
18941,243,354
18942,244,352
18943,244,353
18944,249,352
18945,255,353
18946,260,353
18947,262,354
18948,265,355
18949,272,354
18950,280,351
18951,281,348
18952,285,343
18953,289,343
18954,292,340
18955,293,338
18956,296,335
18957,300,335
18958,300,334
18959,300,334
18960,298,335
18961,299,335
18962,301,333
18963,302,329
18964,299,320
18965,300,320
18966,302,316
18967,300,311
18968,299,309
18969,302,305
18970,302,303
18971,302,302
18972,304,299
18973,304,299
18974,311,300
18975,314,299
18976,313,298
18977,343,300
18978,343,300
18979,343,300
18980,343,300
18981,343,300
18982,343,300
18983,343,300
18984,343,300
18985,343,300
18986,343,300
18987,344,299
18988,345,299
18989,345,299
18990,345,299
18991,345,299
18992,349,296
18993,352,293
18994,353,293
18995,354,294
18996,351,291
18997,352,291
18998,355,286
18999,357,286
19000,359,287
19001,360,288
19002,361,286
19003,359,286
19004,359,287
19005,361,286
19006,360,286
19007,360,283
19008,361,280
19009,362,280
19010,362,282
19011,362,280
19012,362,283
19013,364,286
19014,364,286
19015,365,283
19016,365,282
19017,363,282
19018,359,278
19019,359,279
19020,358,278
19021,357,279
19022,359,279
19023,357,279
19024,356,280
19025,356,281
19026,353,283
19027,352,284
19028,359,279
19029,364,278
19030,362,277
19031,363,277
19032,364,276
19033,365,274
19034,365,274
19035,365,274
19036,363,274
19037,364,273
19038,361,276
19039,360,276
19040,361,277
19041,363,278
19042,361,279
19043,361,278
19044,361,278
19045,362,277
19046,361,279
19047,360,278
19048,363,279
19049,363,279
19050,363,278
19051,362,278
19052,362,279
19053,362,279
19054,362,278
19055,362,279
19056,360,279
19057,360,279
19058,355,280
19059,362,280
19060,360,279
19061,361,280
19062,363,279
19063,361,282
19064,360,282
19065,361,280
19066,362,281
19067,363,282
19068,364,282
19069,364,282
19070,363,283
19071,361,284
19072,355,285
19073,360,285
19074,362,283
19075,360,281
19076,360,281
19077,361,279
19078,361,279
19079,362,278
19080,355,282
19081,357,282
19082,363,279
19083,361,280
19084,358,280
19085,359,279
19086,362,281
19087,347,299
19088,347,298
19089,363,281
19090,363,281
19091,362,280
19092,363,280
19093,363,280
19094,353,288
19095,353,290
19096,354,291
19097,350,303
19098,352,293
19099,357,291
19100,364,284
19101,353,289
19102,368,282
19103,366,284
19104,366,283
19105,351,290
19106,369,283
19107,377,281
19108,376,282
19109,371,287
19110,372,287
19111,370,285
19112,375,284
19113,375,284
19114,372,286
19115,374,283
19116,374,284
19117,374,284
19118,374,292
19119,375,290
19120,376,291
19121,374,297
19122,377,293
19123,378,296
19124,378,296
19125,376,295
19126,372,306
19127,371,306
19128,372,307
19129,373,307
19130,373,307
19131,372,307
19132,373,307
19133,372,307
19134,372,309
19135,372,308
19136,372,308
19137,371,307
19138,371,308
19139,371,308
19140,371,307
19141,370,308
19142,371,308
19143,372,307
19144,372,308
19145,371,308
19146,371,308
19147,372,308
19148,371,308
19149,372,308
19150,372,309
19151,372,308
19152,373,308
19153,373,308
19154,373,308
19155,372,308
19156,373,308
19157,372,308
19158,371,308
19159,371,308
19160,371,307
19161,372,308
19162,372,307
19163,372,307
19164,372,308
19165,372,308
19166,372,306
19167,372,307
19168,371,307
19169,371,307
19170,372,307
19171,372,306
19172,371,306
19173,372,307
19174,372,307
19175,372,307
19176,372,306
19177,373,307
19178,373,307
19179,373,308
19180,374,308
19181,374,308
19182,374,309
19183,373,309
19184,374,309
19185,374,309
19186,374,309
19187,372,308
19188,373,308
19189,373,309
19190,374,307
19191,373,308
19192,373,307
19193,374,308
19194,375,308
19195,373,308
19196,373,307
19197,373,307
19198,374,305
19199,373,305
19200,373,306
19201,373,307
19202,373,307
19203,372,306
19204,372,306
19205,373,305
19206,373,305
19207,373,306
19208,373,306
19209,373,306
19210,372,306
19211,372,306
19212,372,305
19213,372,305
19214,373,305
19215,373,305
19216,372,305
19217,372,307
19218,372,307
19219,372,307
19220,372,307
19221,373,307
19222,373,307
19223,373,307
19224,373,308
19225,374,308
19226,373,308
19227,371,308
19228,371,308
19229,372,308
19230,372,308
19231,371,308
19232,371,308
19233,371,308
19234,372,308
19235,372,307
19236,372,307
19237,372,307
19238,372,307
19239,371,307
19240,371,307
19241,371,307
19242,371,307
19243,370,307
19244,370,307
19245,370,306
19246,373,296
19247,380,294
19248,380,295
19249,380,294
19250,382,293
19251,382,292
19252,382,292
19253,381,293
19254,381,292
19255,380,293
19256,379,292
19257,377,294
19258,369,304
19259,378,295
19260,378,289
19261,378,290
19262,378,290
19263,377,291
19264,378,285
19265,377,288
19266,376,290
19267,376,291
19268,376,292
19269,376,286
19270,377,285
19271,377,282
19272,376,281
19273,376,280
19274,376,276
19275,374,279
19276,373,285
19277,362,286
19278,357,292
19279,357,291
19280,357,291
19281,354,292
19282,359,283
19283,352,291
19284,348,292
19285,345,292
19286,347,291
19287,347,291
19288,346,291
19289,348,291
19290,360,286
19291,349,294
19292,348,296
19293,348,296
19294,360,292
19295,359,286
19296,348,294
19297,358,287
19298,348,293
